Date,Open,High,Low,Close,Adj Close,Volume
5/1/2018,43.360001,43.842499,43.262501,43.75,42.038452,94640000
8/1/2018,43.587502,43.9025,43.482498,43.587502,41.882305,82271200
9/1/2018,43.637501,43.764999,43.352501,43.5825,41.877506,86336000
10/1/2018,43.290001,43.575001,43.25,43.572498,41.867889,95839600
11/1/2018,43.647499,43.872501,43.622501,43.82,42.105709,74670800
12/1/2018,44.044998,44.34,43.912498,44.272499,42.540501,101672400
16/1/2018,44.474998,44.8475,44.035,44.047501,42.32431,118263600
17/1/2018,44.037498,44.8125,43.767502,44.775002,43.02335,137547200
18/1/2018,44.842499,45.025002,44.5625,44.814999,43.061787,124773600
19/1/2018,44.6525,44.895,44.352501,44.615002,42.86961,129700400
22/1/2018,44.325001,44.445,44.150002,44.25,42.518894,108434400
23/1/2018,44.325001,44.860001,44.205002,44.259998,42.528496,130756400
24/1/2018,44.3125,44.325001,43.299999,43.555,41.851074,204420400
25/1/2018,43.627499,43.737499,42.6325,42.7775,41.103992,166116000
26/1/2018,43,43,42.514999,42.877499,41.200081,156572000
29/1/2018,42.540001,42.540001,41.767502,41.990002,40.347298,202561600
30/1/2018,41.3825,41.842499,41.174999,41.7425,40.109482,184192800
31/1/2018,41.717499,42.110001,41.625,41.857498,40.21999,129915600
1/2/2018,41.7925,42.154999,41.689999,41.945,40.304066,188923200
2/2/2018,41.5,41.700001,40.025002,40.125,38.555264,346375200
5/2/2018,39.775002,40.970001,39,39.122501,37.59198,290954000
6/2/2018,38.7075,40.93,38.5,40.7575,39.163017,272975200
7/2/2018,40.772499,40.849998,39.767502,39.884998,38.32465,206434400
8/2/2018,40.072498,40.25,38.7575,38.787498,37.270084,217562000
9/2/2018,39.267502,39.4725,37.560001,39.102501,37.725952,282690400
12/2/2018,39.625,40.9725,39.377499,40.677502,39.245506,243278000
13/2/2018,40.487499,41.1875,40.412498,41.084999,39.638657,130196800
